pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
Kepler-1562 b,Kepler-1562,1,1,1,0,Transit,2016,Kepler,64.27377520,0.00071410,-0.00071410,0,,,,,3.550,1.000,-0.420,0,,,,,,,,,,,,,,,,,,,,,,,,,,5760.00,63.34,-73.97,0,1.05,0.29,-0.11,0,1.02,0.06,-0.05,0,19h37m49.36s,294.4556567,+46d44m36.73s,46.7435353,2060.7200000,95.4000000,-95.4000000,2016-05-06
Kepler-1563 b,Kepler-1563,1,1,1,0,Transit,2016,Kepler,3.43276598,0.00002976,-0.00002976,0,,,,,0.750,0.120,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5765.00,100.22,-106.69,0,0.99,0.15,-0.08,0,1.00,0.05,-0.05,0,19h14m17.66s,288.5735936,+51d28m21.97s,51.4727698,616.6970000,,,2016-05-06
Kepler-1564 b,Kepler-1564,1,1,1,0,Transit,2016,Kepler,18.05403810,0.00019190,-0.00019190,0,,,,,1.470,0.190,-0.130,0,,,,,,,,,,,,,,,,,,,,,,,,,,5528.00,77.11,-90.36,0,0.90,0.11,-0.05,0,0.93,0.04,-0.05,0,19h22m20.67s,290.5861316,+46d38m33.89s,46.6427486,908.8050000,19.3200000,-18.5460000,2016-05-06
Kepler-1565 b,Kepler-1565,1,1,1,0,Transit,2016,Kepler,1.53818844,0.00000686,-0.00000686,0,,,,,1.190,0.080,-0.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,4940.00,81.88,-52.60,0,0.73,0.04,-0.06,0,0.76,0.04,-0.06,0,19h51m48.72s,297.9529793,+40d48m24.44s,40.8067876,629.9300000,11.5960000,-11.1920000,2016-05-06
Kepler-1566 b,Kepler-1566,1,1,1,0,Transit,2016,Kepler,0.53991524,0.00000135,-0.00000135,0,,,,,0.790,0.080,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,5254.00,97.81,-89.64,0,0.81,0.06,-0.05,0,0.84,0.04,-0.05,0,18h54m21.01s,283.5875459,+40d34m29.65s,40.5749018,466.5860000,3.6975000,-3.6975000,2016-05-06
Kepler-1567 b,Kepler-1567,1,1,1,0,Transit,2016,Kepler,153.97957800,0.00178500,-0.00178500,0,,,,,2.730,0.400,-0.230,0,,,,,,,,,,,,,,,,,,,,,,,,,,5655.00,149.03,-167.77,0,0.93,0.13,-0.07,0,0.95,0.06,-0.06,0,19h06m46.84s,286.6951530,+40d17m30.80s,40.2918894,1206.1100000,45.3500000,-42.2400000,2016-05-06
Kepler-1568 b,Kepler-1568,1,1,1,0,Transit,2016,Kepler,20.92539200,0.00025210,-0.00025210,0,,,,,1.300,0.210,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5956.00,69.05,-55.35,0,1.19,0.18,-0.13,0,1.09,0.04,-0.04,0,19h16m43.84s,289.1826808,+47d52m23.99s,47.8733301,916.3130000,14.3460000,-13.9180000,2016-05-06
Kepler-1569 b,Kepler-1569,1,1,1,0,Transit,2016,Kepler,5.79180156,0.00003622,-0.00003622,0,,,,,1.680,0.730,-0.310,0,,,,,,,,,,,,,,,,,,,,,,,,,,6319.00,179.66,-219.91,0,1.40,0.61,-0.25,0,1.25,0.21,-0.13,0,19h28m49.12s,292.2046748,+37d13m16.34s,37.2212065,945.4540000,16.1350000,-16.1350000,2016-05-06
Kepler-157 b,Kepler-157,1,1,3,0,Transit,2014,Kepler,1.73234200,0.00000600,-0.00000600,0,0.028000,,,0,1.320,0.260,-0.260,0,,,,,,,,,,,,,,,,,,,,,,,,,,5774.00,125.00,-125.00,0,1.04,0.20,-0.20,0,,,,,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,10.4850000,-10.4850000,2014-05-14
Kepler-157 c,Kepler-157,1,1,3,0,Transit,2014,Kepler,13.54050000,0.00004900,-0.00004900,0,0.110000,,,0,2.240,0.430,-0.430,0,,,,,,,,,,,,,,,,,,,,,,,,,,5774.00,125.00,-125.00,0,1.04,0.20,-0.20,0,,,,,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,10.4850000,-10.4850000,2014-05-14
Kepler-157 d,Kepler-157,1,1,3,0,Transit,2016,Kepler,7.02573474,0.00002388,-0.00002388,0,,,,,1.460,0.160,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5866.00,81.11,-62.35,0,1.03,0.10,-0.07,0,1.02,0.04,-0.04,0,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,10.4850000,-10.4850000,2016-05-06
Kepler-1570 b,Kepler-1570,1,1,1,0,Transit,2016,Kepler,26.54895500,0.00030470,-0.00030470,0,,,,,1.070,0.190,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5550.00,289.64,-239.62,0,0.89,0.15,-0.08,0,0.92,0.09,-0.07,0,19h59m26.83s,299.8617842,+45d49m38.72s,45.8274232,918.9950000,14.2390000,-13.8180000,2016-05-06
Kepler-1571 b,Kepler-1571,1,1,1,0,Transit,2016,Kepler,3.38555488,0.00001595,-0.00001595,0,,,,,1.520,0.680,-0.340,0,,,,,,,,,,,,,,,,,,,,,,,,,,6297.00,339.05,-313.54,0,1.39,0.62,-0.30,0,1.23,0.25,-0.16,0,20h03m44.50s,300.9354067,+45d35m47.34s,45.5964836,675.3030000,7.7825000,-7.7825000,2016-05-06
Kepler-1572 b,Kepler-1572,1,1,1,0,Transit,2016,Kepler,5.49548621,0.00002920,-0.00002920,0,,,,,0.940,0.190,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5618.00,62.91,-70.62,0,0.95,0.19,-0.07,0,0.97,0.04,-0.04,0,18h47m35.36s,281.8973341,+46d43m21.74s,46.7227061,946.6020000,12.8675000,-12.8675000,2016-05-06
Kepler-1573 b,Kepler-1573,1,1,1,0,Transit,2016,Kepler,2.61575540,0.00001498,-0.00001498,0,,,,,1.200,0.230,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5808.00,84.07,-98.49,0,1.00,0.18,-0.08,0,1.01,0.05,-0.05,0,19h31m57.20s,292.9883129,+49d29m05.88s,49.4849664,1455.3600000,57.6500000,-53.4800000,2016-05-06
Kepler-1574 b,Kepler-1574,1,1,1,0,Transit,2016,Kepler,6.94243340,0.00006006,-0.00006006,0,,,,,1.290,0.280,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5892.00,85.09,-107.29,0,1.08,0.23,-0.10,0,1.06,0.06,-0.06,0,19h28m38.08s,292.1586689,+49d38m16.05s,49.6377914,1384.1600000,51.0300000,-47.5900000,2016-05-06
Kepler-1575 b,Kepler-1575,1,1,1,0,Transit,2016,Kepler,2.55314213,0.00001304,-0.00001304,0,,,,,1.310,0.200,-0.130,0,,,,,,,,,,,,,,,,,,,,,,,,,,5667.00,140.13,-92.37,0,0.92,0.14,-0.07,0,0.95,0.06,-0.06,0,19h34m58.37s,293.7432102,+45d45m41.58s,45.7615507,1246.9200000,41.7100000,-39.1400000,2016-05-06
Kepler-1576 b,Kepler-1576,1,1,1,0,Transit,2016,Kepler,6.98471973,0.00005940,-0.00005940,0,,,,,1.040,0.290,-0.130,0,,,,,,,,,,,,,,,,,,,,,,,,,,5876.00,104.99,-147.58,0,1.06,0.28,-0.11,0,1.05,0.07,-0.07,0,19h16m17.75s,289.0739641,+40d21m57.69s,40.3660239,460.9100000,2.7490000,-2.7160000,2016-05-06
Kepler-1577 b,Kepler-1577,1,1,1,0,Transit,2016,Kepler,6.30560247,0.00003666,-0.00003666,0,,,,,1.130,0.050,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,4862.00,84.27,-75.08,0,0.74,0.03,-0.03,0,0.78,0.04,-0.04,0,19h31m49.26s,292.9552704,+47d34m22.96s,47.5730433,510.0290000,6.6340000,-6.4690000,2016-05-06
Kepler-1578 b,Kepler-1578,1,1,1,0,Transit,2016,Kepler,1.45088691,0.00000695,-0.00000695,0,,,,,1.040,0.110,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5545.00,73.20,-74.33,0,0.86,0.09,-0.07,0,0.90,0.05,-0.07,0,19h13m12.51s,288.3021104,+47d46m32.24s,47.7756227,1064.0500000,40.2200000,-37.4400000,2016-05-06
Kepler-1579 b,Kepler-1579,1,1,1,0,Transit,2016,Kepler,0.84990789,0.00000293,-0.00000293,0,,,,,0.840,0.060,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,4584.00,61.63,-74.20,0,0.70,0.02,-0.03,0,0.75,0.03,-0.04,0,19h33m09.13s,293.2880220,+43d30m53.66s,43.5149061,,,,2016-05-06
Kepler-158 b,Kepler-158,1,1,2,0,Transit,2014,Kepler,16.70918400,0.00006400,-0.00006400,0,0.111000,,,0,2.120,0.360,-0.360,0,,,,,,,,,,,,,,,,,,,,,,,,,,4623.00,200.00,-200.00,0,0.62,0.08,-0.08,0,,,,,18h56m07.77s,284.0323723,+39d46m53.53s,39.7815365,315.1770000,2.1110000,-2.0830000,2014-05-14
Kepler-158 c,Kepler-158,1,1,2,0,Transit,2014,Kepler,28.55138300,0.00014000,-0.00014000,0,0.158000,,,0,1.900,0.300,-0.300,0,,,,,,,,,,,,,,,,,,,,,,,,,,4623.00,200.00,-200.00,0,0.62,0.08,-0.08,0,,,,,18h56m07.77s,284.0323723,+39d46m53.53s,39.7815365,315.1770000,2.1110000,-2.0830000,2014-05-14
Kepler-1580 b,Kepler-1580,1,1,1,0,Transit,2016,Kepler,56.64492790,0.00085250,-0.00085250,0,,,,,2.110,0.300,-0.310,0,,,,,,,,,,,,,,,,,,,,,,,,,,6228.00,75.22,-81.47,0,2.15,0.30,-0.30,0,1.47,0.11,-0.11,0,19h03m52.49s,285.9687099,+41d21m48.70s,41.3635264,1002.0200000,24.9800000,-23.8040000,2016-05-06
Kepler-1581 b,Kepler-1581,1,1,1,0,Transit,2016,Kepler,6.28385491,0.00004246,-0.00004246,0,,,,,0.800,0.140,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,6022.00,81.89,-66.79,0,1.23,0.20,-0.14,0,1.12,0.06,-0.04,0,19h09m29.12s,287.3713199,+39d36m13.04s,39.6036225,493.1750000,5.8170000,-5.6860000,2016-05-06
Kepler-1582 b,Kepler-1582,1,1,1,0,Transit,2016,Kepler,4.83817712,0.00008840,-0.00008840,0,,,,,1.490,0.170,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,,3208.00,24.62,-23.86,0,0.30,0.02,-0.03,0,0.28,0.03,-0.03,0,19h17m30.37s,289.3765441,+41d09m29.10s,41.1580845,78.8906000,0.4421000,-0.4372000,2016-05-06
Kepler-1583 b,Kepler-1583,1,1,1,0,Transit,2016,Kepler,9.32807355,0.00008851,-0.00008851,0,,,,,0.600,0.090,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,5645.00,83.87,-81.55,0,0.91,0.12,-0.07,0,0.94,0.05,-0.06,0,19h05m32.86s,286.3869335,+47d00m59.47s,47.0165188,403.9330000,2.9250000,-2.8830000,2016-05-06
Kepler-1584 b,Kepler-1584,1,1,1,0,Transit,2016,Kepler,13.39970990,0.00015700,-0.00015700,0,,,,,1.610,0.400,-0.210,0,,,,,,,,,,,,,,,,,,,,,,,,,,6069.00,86.35,-93.46,0,1.13,0.28,-0.12,0,1.10,0.09,-0.07,0,19h11m03.04s,287.7626791,+43d16m27.81s,43.2743929,1416.3100000,38.5700000,-36.6200000,2016-05-06
Kepler-1585 b,Kepler-1585,1,1,1,0,Transit,2016,Kepler,3.58274630,0.00001739,-0.00001739,0,,,,,1.790,0.250,-0.160,0,,,,,,,,,,,,,,,,,,,,,,,,,,5538.00,111.30,-154.22,0,0.91,0.12,-0.06,0,0.94,0.05,-0.05,0,19h44m38.16s,296.1589897,+44d33m46.96s,44.5630457,944.4650000,33.9060000,-31.6710000,2016-05-06
Kepler-1586 b,Kepler-1586,1,1,1,0,Transit,2016,Kepler,15.60492120,0.00013650,-0.00013650,0,,,,,1.520,0.650,-0.340,0,,,,,,,,,,,,,,,,,,,,,,,,,,6681.00,268.00,-299.60,0,1.75,0.69,-0.37,0,1.45,0.23,-0.19,0,19h52m48.63s,298.2026236,+44d55m33.09s,44.9258585,552.5500000,4.5620000,-4.4890000,2016-05-06
Kepler-1587 b,Kepler-1587,1,1,1,0,Transit,2016,Kepler,9.40604670,0.00013760,-0.00013760,0,,,,,1.330,0.470,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,5933.00,79.13,-77.98,0,1.22,0.19,-0.15,0,1.08,0.06,-0.04,0,19h30m42.66s,292.6777294,+49d39m49.92s,49.6638666,1026.4800000,18.4400000,-17.8100000,2016-05-06
Kepler-1588 b,Kepler-1588,1,1,1,0,Transit,2016,Kepler,7.84931739,0.00009456,-0.00009456,0,,,,,0.760,0.110,-0.070,0,,,,,,,,,,,,,,,,,,,,,,,,,,5817.00,69.45,-56.87,0,0.99,0.12,-0.08,0,0.96,0.04,-0.05,0,19h12m55.85s,288.2327232,+48d00m07.91s,48.0021967,924.1410000,15.5540000,-15.5540000,2016-05-06
Kepler-1589 b,Kepler-1589,1,1,1,0,Transit,2016,Kepler,0.99166527,0.00000784,-0.00000784,0,,,,,1.090,0.440,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,6166.00,169.76,-232.41,0,1.25,0.50,-0.18,0,1.18,0.17,-0.11,0,19h37m46.04s,294.4418236,+40d34m17.80s,40.5716114,1513.1400000,65.6300000,-60.4800000,2016-05-06
Kepler-159 b,Kepler-159,1,1,2,0,Transit,2014,Kepler,10.13962300,0.00002200,-0.00002200,0,0.082000,,,0,2.380,0.180,-0.180,0,,,,,,,,,,,,,,,,,,,,,,,,,,4625.00,100.00,-100.00,0,0.66,0.03,-0.03,0,,,,,19h48m16.85s,297.0702037,+40d52m07.44s,40.8687340,373.7440000,3.1500000,-3.0990000,2014-05-14
Kepler-159 c,Kepler-159,1,1,2,0,Transit,2014,Kepler,43.59579200,0.00012500,-0.00012500,0,0.218000,,,0,3.410,0.280,-0.280,0,,,,,,,,,,,,,,,,,,,,,,,,,,4625.00,100.00,-100.00,0,0.66,0.03,-0.03,0,,,,,19h48m16.85s,297.0702037,+40d52m07.44s,40.8687340,373.7440000,3.1500000,-3.0990000,2014-05-14
Kepler-1590 b,Kepler-1590,1,1,1,0,Transit,2016,Kepler,7.61760804,0.00004334,-0.00004334,0,,,,,1.140,0.340,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,6053.00,122.92,-137.00,0,1.16,0.34,-0.14,0,1.11,0.10,-0.07,0,19h25m37.90s,291.4079141,+48d01m04.41s,48.0178915,771.1520000,10.8200000,-10.5310000,2016-05-06
Kepler-1591 b,Kepler-1591,1,1,1,0,Transit,2016,Kepler,8.18504949,0.00007831,-0.00007831,0,,,,,1.270,0.410,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,6082.00,168.06,-232.08,0,1.16,0.36,-0.17,0,1.10,0.13,-0.10,0,19h46m04.00s,296.5166659,+44d36m31.04s,44.6086233,1419.5800000,49.9800000,-46.7600000,2016-05-06
Kepler-1592 b,Kepler-1592,1,1,1,0,Transit,2016,Kepler,3.05710069,0.00002334,-0.00002334,0,,,,,1.540,0.700,-0.280,0,,,,,,,,,,,,,,,,,,,,,,,,,,6213.00,223.89,-246.35,0,1.28,0.57,-0.23,0,1.18,0.20,-0.12,0,19h35m24.15s,293.8506230,+38d23m51.86s,38.3977379,1639.4700000,70.1400000,-64.7000000,2016-05-06
Kepler-1593 b,Kepler-1593,1,1,1,0,Transit,2016,Kepler,174.50983500,0.00185200,-0.00185200,0,,,,,3.170,0.300,-0.280,0,,,,,,,,,,,,,,,,,,,,,,,,,,4995.00,243.24,-219.42,0,0.77,0.07,-0.05,0,0.81,0.06,-0.05,0,20h01m57.17s,300.4882018,+44d27m38.41s,44.4606698,638.2490000,13.3780000,-12.8500000,2016-05-06
Kepler-1594 b,Kepler-1594,1,1,1,0,Transit,2016,Kepler,2.71603809,0.00001355,-0.00001355,0,,,,,1.060,0.260,-0.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,5946.00,94.80,-125.41,0,1.08,0.26,-0.11,0,1.06,0.07,-0.07,0,19h34m29.53s,293.6230451,+47d57m42.89s,47.9619127,976.8680000,23.0500000,-22.0290000,2016-05-06
Kepler-1595 b,Kepler-1595,1,1,1,0,Transit,2016,Kepler,4.56380468,0.00003240,-0.00003240,0,,,,,1.230,0.090,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5203.00,61.17,-66.07,0,0.80,0.05,-0.04,0,0.84,0.04,-0.04,0,19h02m53.46s,285.7227502,+43d00m34.15s,43.0094855,845.0220000,21.8580000,-20.8020000,2016-05-06
Kepler-1596 b,Kepler-1596,1,1,1,0,Transit,2016,Kepler,66.37337900,0.00147600,-0.00147600,0,,,,,1.900,0.250,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,5706.00,76.54,-66.32,0,0.92,0.11,-0.07,0,0.95,0.05,-0.07,0,19h02m13.80s,285.5575066,+49d19m48.31s,49.3300866,2146.2300000,147.3900000,-129.9800000,2016-05-06
Kepler-1597 b,Kepler-1597,1,1,1,0,Transit,2016,Kepler,2.94654179,0.00003471,-0.00003471,0,,,,,1.060,0.470,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,6377.00,131.93,-114.19,0,1.39,0.61,-0.21,0,1.25,0.20,-0.11,0,19h12m39.35s,288.1639687,+42d28m51.64s,42.4810124,1221.0500000,24.1200000,-23.2200000,2016-05-06
Kepler-1598 b,Kepler-1598,1,1,1,0,Transit,2016,Kepler,4.34195123,0.00002827,-0.00002827,0,,,,,0.950,0.280,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5940.00,75.00,-88.75,0,1.09,0.31,-0.10,0,1.07,0.07,-0.06,0,19h13m52.59s,288.4691070,+46d47m01.13s,46.7836464,619.8620000,7.2165000,-7.2165000,2016-05-06
Kepler-1599 b,Kepler-1599,1,1,1,0,Transit,2016,Kepler,122.36355300,0.00896800,-0.00896800,0,,,,,1.620,0.330,-0.230,0,,,,,,,,,,,,,,,,,,,,,,,,,,5767.00,97.64,-125.25,0,0.99,0.18,-0.09,0,0.99,0.06,-0.05,0,19h04m53.01s,286.2208685,+41d09m04.28s,41.1511886,1328.2000000,38.8400000,-36.7200000,2016-05-06
Kepler-16 b,Kepler-16,1,2,1,0,Transit,2011,Kepler,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,8.449,0.029,-0.029,0,105.83300,5.08500,-5.08500,0,0.96400,0.04700,-0.04600,0,0.006900,0.001000,-0.001500,0,,,,,90.032,0.002,-0.002,0,318.0000,10.0000,-22.0000,0,,4450.00,150.00,-150.00,0,0.65,0.00,0.00,0,0.69,0.00,0.00,0,19h16m18.20s,289.0758307,+51d45m26.02s,51.7572290,75.0852000,0.1541000,-0.1536000,2014-05-14
Kepler-160 b,Kepler-160,1,1,3,0,Transit,2014,Kepler,4.30939700,0.00001300,-0.00001200,0,0.055110,0.001900,-0.003700,0,1.715,0.061,-0.047,0,,,,,,,,,,,,,,,,,,,,,,,,,,5471.00,115.00,-37.00,0,1.12,0.01,-0.04,0,,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000,2020-07-02
Kepler-160 c,Kepler-160,1,1,3,0,Transit,2014,Kepler,13.69942900,0.00001800,-0.00001800,0,0.119200,0.004000,-0.008000,0,3.760,0.230,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,5471.00,115.00,-37.00,0,1.12,0.01,-0.04,0,,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000,2020-07-02
Kepler-160 d,Kepler-160,1,1,3,0,Transit Timing Variations,2020,Kepler,30.00000000,20.00000000,-23.00000000,0,0.170000,0.100000,-0.110000,0,,,,,100.00000,,,1,,,,,,,,,,,,,86.900,2.000,-2.100,0,,,,,,5471.00,115.00,-37.00,0,1.12,0.01,-0.04,0,,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,16.4520000,-15.9040000,2020-07-02
Kepler-1600 b,Kepler-1600,1,1,1,0,Transit,2016,Kepler,386.37054800,0.00859100,-0.00859100,0,,,,,3.130,0.280,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,5214.00,66.69,-91.43,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0,19h25m35.85s,291.3993802,+38d47m15.92s,38.7877563,1030.8100000,34.2705000,-34.2705000,2016-05-06
Kepler-1601 b,Kepler-1601,1,1,1,0,Transit,2016,Kepler,2.20921951,0.00001510,-0.00001510,0,,,,,0.820,0.240,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5869.00,90.84,-118.62,0,1.07,0.31,-0.12,0,1.04,0.07,-0.06,0,19h02m03.11s,285.5129496,+38d04m47.42s,38.0798390,644.4560000,6.2810000,-6.1630000,2016-05-06
Kepler-1602 b,Kepler-1602,1,1,1,0,Transit,2016,Kepler,11.17931605,0.00007504,-0.00007504,0,,,,,1.340,0.580,-0.230,0,,,,,,,,,,,,,,,,,,,,,,,,,,6296.00,217.69,-152.70,0,1.36,0.58,-0.22,0,1.22,0.20,-0.11,0,19h34m19.41s,293.5808607,+40d25m39.14s,40.4275396,629.8040000,5.5640000,-5.4690000,2016-05-06
Kepler-1603 b,Kepler-1603,1,1,1,0,Transit,2016,Kepler,2.27163926,0.00002336,-0.00002336,0,,,,,1.290,0.470,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,6241.00,116.66,-168.54,0,1.31,0.48,-0.18,0,1.21,0.15,-0.10,0,19h41m19.16s,295.3298254,+42d32m05.89s,42.5349698,2712.5800000,248.9700000,-211.1400000,2016-05-06
Kepler-1604 b,Kepler-1604,1,1,1,0,Transit,2016,Kepler,0.68368426,0.00000063,-0.00000063,0,,,,,1.410,0.190,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,4976.00,49.62,-51.36,0,0.76,0.03,-0.03,0,0.81,0.03,-0.04,0,19h01m38.56s,285.4106549,+44d24m44.03s,44.4122318,541.1890000,6.3290000,-6.1880000,2016-05-06
Kepler-1605 b,Kepler-1605,1,1,1,0,Transit,2016,Kepler,85.75654950,0.00061610,-0.00061610,0,,,,,1.080,0.090,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5280.00,56.11,-59.11,0,0.82,0.06,-0.05,0,0.86,0.04,-0.04,0,19h08m32.39s,287.1349405,+47d29m19.05s,47.4886251,546.2300000,6.6415000,-6.6415000,2016-05-06
Kepler-1606 b,Kepler-1606,1,1,1,0,Transit,2016,Kepler,196.43522400,0.00393500,-0.00393500,0,,,,,2.070,0.230,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5422.00,59.86,-63.50,0,0.86,0.08,-0.05,0,0.90,0.04,-0.04,0,19h05m30.79s,286.3782987,+43d04m23.62s,43.0732287,831.2870000,18.4660000,-17.6940000,2016-05-06
Kepler-1607 b,Kepler-1607,1,1,1,0,Transit,2016,Kepler,13.64736760,0.00021020,-0.00021020,0,,,,,0.920,0.330,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,,6116.00,118.51,-199.25,0,1.21,0.43,-0.18,0,1.14,0.14,-0.10,0,19h44m14.37s,296.0598685,+42d39m21.81s,42.6560582,1286.1000000,38.8600000,-38.8600000,2016-05-06
Kepler-1608 b,Kepler-1608,1,1,1,0,Transit,2016,Kepler,16.47356860,0.00016980,-0.00016980,0,,,,,1.730,0.160,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,4992.00,119.01,-72.99,0,0.72,0.05,-0.07,0,0.75,0.05,-0.07,0,19h42m15.25s,295.5635550,+39d25m03.25s,39.4175700,,,,2016-05-06
Kepler-1609 b,Kepler-1609,1,1,1,0,Transit,2016,Kepler,114.34219000,0.00409700,-0.00409700,0,,,,,2.220,0.900,-0.320,0,,,,,,,,,,,,,,,,,,,,,,,,,,6132.00,88.96,-146.65,0,1.27,0.51,-0.17,0,1.18,0.16,-0.09,0,19h20m35.17s,290.1465356,+39d39m56.89s,39.6658026,1826.0400000,100.8800000,-91.0300000,2016-05-06
Kepler-161 b,Kepler-161,1,1,2,0,Transit,2014,Kepler,4.92135500,0.00000600,-0.00000600,0,0.054000,,,0,2.120,0.140,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,,5078.00,100.00,-100.00,0,0.81,0.05,-0.05,0,,,,,19h22m03.95s,290.5164698,+43d05m01.91s,43.0838642,434.6320000,3.1000000,-3.0560000,2014-05-14
Kepler-161 c,Kepler-161,1,1,2,0,Transit,2014,Kepler,7.06424000,0.00001100,-0.00001100,0,0.068000,,,0,2.050,0.150,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5078.00,100.00,-100.00,0,0.81,0.05,-0.05,0,,,,,19h22m03.95s,290.5164698,+43d05m01.91s,43.0838642,434.6320000,3.1000000,-3.0560000,2014-05-14
Kepler-1610 b,Kepler-1610,1,1,1,0,Transit,2016,Kepler,8.70181574,0.00008315,-0.00008315,0,,,,,1.610,0.190,-0.130,0,,,,,,,,,,,,,,,,,,,,,,,,,,5383.00,61.72,-82.73,0,0.87,0.09,-0.04,0,0.91,0.04,-0.04,0,19h43m37.20s,295.9049795,+45d24m19.55s,45.4054296,864.3310000,24.2205000,-24.2205000,2016-05-06
Kepler-1611 b,Kepler-1611,1,1,1,0,Transit,2016,Kepler,5.17624290,0.00005826,-0.00005826,0,,,,,0.810,0.160,-0.070,0,,,,,,,,,,,,,,,,,,,,,,,,,,5605.00,89.65,-122.47,0,0.93,0.17,-0.07,0,0.94,0.04,-0.05,0,19h46m02.88s,296.5120204,+49d43m39.90s,49.7277506,908.4440000,,,2016-05-06
Kepler-1612 b,Kepler-1612,1,1,1,0,Transit,2016,Kepler,3.91795101,0.00002727,-0.00002727,0,,,,,1.030,0.180,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5643.00,104.98,-130.31,0,0.94,0.16,-0.07,0,0.96,0.05,-0.05,0,19h25m00.07s,291.2503022,+45d39m18.19s,45.6550536,764.7260000,13.7380000,-13.2690000,2016-05-06
Kepler-1613 b,Kepler-1613,1,1,1,0,Transit,2016,Kepler,1.51842990,0.00019910,-0.00019910,0,,,,,2.080,0.440,-0.510,0,,,,,,,,,,,,,,,,,,,,,,,,,,6005.00,92.89,-111.57,0,1.12,0.24,-0.12,0,1.08,0.08,-0.07,0,19h19m30.00s,289.8750066,+43d25m15.35s,43.4209318,1508.3300000,65.0800000,-60.0000000,2016-05-06
