pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
K2-252 b,K2-252,1,1,1,0,Transit,2018,K2,13.81513000,0.00461000,-0.00448000,0,0.104100,0.000800,-0.000700,0,1.740,0.170,-0.120,0,,,,,,,,,,,,,639,7,-7,0,,,,,,,,,,5152.00,41.00,-39.00,0,0.82,0.01,-0.01,0,0.79,0.02,-0.01,0,12h09m27.93s,182.3663818,-08d18m34.61s,-8.3096141,228.8390000,2.0830000,-2.0470000,2018-07-12
K2-253 b,K2-253,1,1,1,0,Transit,2018,K2,4.00167000,0.00013000,-0.00013000,0,0.050600,0.001000,-0.001100,0,12.670,0.690,-0.610,0,,,,,,,,,,,,,1238,57,-53,0,,,,,,,,,,6027.00,221.00,-240.00,0,1.10,0.04,-0.04,0,1.08,0.05,-0.08,0,12h24m20.47s,186.0853062,-06d22m44.23s,-6.3789537,876.5650000,28.7790000,-27.0370000,2018-07-12
K2-254 b,K2-254,1,1,2,0,Transit,2018,K2,4.09639000,0.00081000,-0.00079000,0,0.044800,0.000500,-0.000500,0,1.630,0.280,-0.240,0,,,,,,,,,,,,,791,26,-26,0,,,,,,,,,,4629.00,168.00,-123.00,0,0.67,0.01,-0.01,0,0.71,0.02,-0.03,0,12h22m12.19s,185.5507926,-04d43m02.25s,-4.7172908,227.7750000,1.2960000,-1.2810000,2018-07-12
K2-254 c,K2-254,1,1,2,0,Transit,2018,K2,12.11839000,0.00303000,-0.00321000,0,0.092300,0.001000,-0.001000,0,2.190,0.240,-0.180,0,,,,,,,,,,,,,551,18,-18,0,,,,,,,,,,4629.00,168.00,-123.00,0,0.67,0.01,-0.01,0,0.71,0.02,-0.03,0,12h22m12.19s,185.5507926,-04d43m02.25s,-4.7172908,227.7750000,1.2960000,-1.2810000,2018-07-12
K2-255 b,K2-255,1,1,1,0,Transit,2018,K2,1.96417000,0.00004000,-0.00004000,0,0.027400,0.000300,-0.000300,0,2.900,0.280,-0.110,0,,,,,,,,,,,,,1034,17,-17,0,,,,,,,,,,4676.00,63.00,-61.00,0,0.69,0.01,-0.01,0,0.71,0.03,-0.03,0,12h39m39.08s,189.9128532,-03d22m14.03s,-3.3705631,191.6080000,1.5380000,-1.5150000,2018-07-12
K2-256 b,K2-256,1,1,1,0,Transit,2018,K2,5.52011000,0.00239000,-0.00289000,0,0.057800,0.000800,-0.000800,0,2.630,0.250,-0.210,0,,,,,,,,,,,,,845,28,-28,0,,,,,,,,,,5219.00,179.00,-136.00,0,0.78,0.02,-0.02,0,0.84,0.03,-0.04,0,12h24m54.50s,186.2270991,-02d03m57.77s,-2.0660477,564.6930000,14.9280000,-14.1910000,2018-07-12
K2-257 b,K2-257,1,1,1,0,Transit,2018,K2,1.60588000,0.00014000,-0.00013000,0,0.021600,0.000200,-0.000200,0,0.830,0.060,-0.050,0,,,,,,,,,,,,,789,14,-14,0,,,,,,,,,,3725.00,80.00,-46.00,0,0.50,0.01,-0.01,0,0.52,0.01,-0.01,0,12h33m06.79s,188.2782840,-01d57m11.84s,-1.9532879,64.0065000,0.2577000,-0.2577000,2018-07-12
K2-258 b,K2-258,1,1,1,0,Transit,2018,K2,19.09210000,0.00576000,-0.00633000,0,0.149000,0.002500,-0.002600,0,3.000,0.210,-0.200,0,,,,,,,,,,,,,831,30,-30,0,,,,,,,,,,6351.00,198.00,-228.00,0,1.31,0.03,-0.03,0,1.21,0.05,-0.08,0,12h30m31.54s,187.6314027,-01d09m39.30s,-1.1609171,661.8730000,11.2180000,-10.8560000,2018-07-12
K2-259 b,K2-259,1,1,1,0,Transit,2018,K2,15.48043000,0.00332000,-0.00392000,0,0.127100,0.001000,-0.001100,0,2.320,0.200,-0.170,0,,,,,,,,,,,,,795,13,-13,0,,,,,,,,,,6059.00,62.00,-76.00,0,1.13,0.03,-0.02,0,1.14,0.03,-0.03,0,12h27m12.65s,186.8026947,+01d34m00.71s,1.5668631,416.4570000,8.1920000,-7.8880000,2018-07-12
K2-26 b,K2-26,1,1,1,0,Transit,2016,K2,14.56650000,0.00160000,-0.00200000,0,0.096200,0.005400,-0.006100,0,2.670,0.460,-0.420,0,,,,,,,,,,,,,430,,,0,88.400,1.200,-1.500,0,,,,,M1.0 V,3785.00,185.00,-185.00,0,0.52,0.08,-0.08,0,0.56,0.10,-0.10,0,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504000,0.5153000,-0.5102000,2016-01-20
K2-260 b,K2-260,1,1,1,0,Transit,2018,K2,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,17.396,0.538,-0.639,0,451.31860,98.52730,-101.70560,0,0.50000,0.12000,-0.12000,0,0.000000,,,0,1957,78,-77,0,88.670,0.890,-1.000,0,90.0000,,,0,F6 V,6367.00,250.00,-250.00,0,1.69,0.03,-0.03,0,1.39,0.05,-0.06,0,05h07m28.16s,76.8673317,+16d52m03.70s,16.8676948,663.8340000,19.3950000,-18.3420000,2018-08-14
K2-261 b,K2-261,1,1,1,0,Transit,2018,K2,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,9.528,0.291,-0.247,0,70.87609,9.85273,-9.85273,0,0.48300,0.07600,-0.08100,0,0.390000,0.150000,-0.150000,0,1080,110,-100,0,88.400,1.100,-1.900,0,143.0000,18.0000,-18.0000,0,G7 IV/V,5537.00,71.00,-71.00,0,1.65,0.04,-0.04,0,1.10,0.01,-0.02,0,10h52m07.75s,163.0323119,+00d29m35.40s,0.4931670,213.2830000,1.9750000,-1.9410000,2018-08-14
K2-263 b,K2-263,1,1,1,0,Transit,2018,K2,50.81894700,0.00009400,-0.00009400,0,0.257300,0.002900,-0.002900,0,2.410,0.120,-0.120,0,14.80000,3.10000,-3.10000,0,5.70000,1.60000,-1.40000,0,0.140000,,,1,470,10,-10,0,89.240,0.050,-0.070,0,,,,,G9 V,5368.00,44.00,-44.00,0,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0,08h38m43.71s,129.6821253,+15d40m50.17s,15.6806039,162.4810000,1.3800000,-1.3570000,2018-09-25
K2-264 b,K2-264,1,1,2,0,Transit,2018,K2,5.84000200,0.00067600,-0.00060200,0,0.050230,0.000420,-0.000430,0,2.231,0.151,-0.145,0,,,,,,,,,,,,,496,10,-10,0,89.010,0.580,-0.400,0,,,,,,3660.00,80.00,-45.00,0,0.47,0.01,-0.01,0,0.50,0.01,-0.01,0,08h45m26.00s,131.3583524,+19d41m54.24s,19.6984010,185.6050000,2.1220000,-2.0750000,2019-02-05
K2-264 c,K2-264,1,1,2,0,Transit,2018,K2,19.66030200,0.00349600,-0.00333700,0,0.112830,0.000950,-0.000970,0,2.668,0.201,-0.194,0,,,,,,,,,,,,,331,7,-7,0,89.380,0.220,-0.130,0,,,,,,3660.00,80.00,-45.00,0,0.47,0.01,-0.01,0,0.50,0.01,-0.01,0,08h45m26.00s,131.3583524,+19d41m54.24s,19.6984010,185.6050000,2.1220000,-2.0750000,2019-02-05
K2-265 b,K2-265,1,2,1,0,Transit,2018,K2,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,1.710,0.110,-0.110,0,6.54000,0.84000,-0.84000,0,7.10000,1.80000,-1.80000,0,0.084000,0.079000,-0.079000,0,,,,,87.700,1.600,-1.600,0,,,,,G8 V,5477.00,27.00,-27.00,0,0.98,0.05,-0.05,0,0.92,0.02,-0.02,0,22h48m07.60s,342.0316493,-14d29m41.20s,-14.4947789,138.6710000,0.9850000,-0.9700000,2018-10-05
K2-266 b,K2-266,1,2,4,0,Transit,2018,K2,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,3.300,1.800,-1.300,0,,,,,1.77000,1.90000,-0.88000,0,,,,,1515,18,-18,0,75.320,0.620,-0.700,0,,,,,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,0.3581000,-0.3549000,2018-10-24
K2-266 c,K2-266,1,2,4,0,Transit,2018,K2,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.705,0.096,-0.085,0,,,,,4.51000,0.81000,-0.67000,0,0.042000,0.043000,-0.030000,0,664,8,-8,0,88.280,0.810,-0.410,0,87.0000,61.0000,-61.0000,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,0.3581000,-0.3549000,2018-10-24
K2-266 d,K2-266,1,2,4,0,Transit,2018,K2,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,2.930,0.140,-0.120,0,8.90000,5.70000,-3.80000,0,2.03000,0.64000,-0.43000,0,0.047000,0.043000,-0.032000,0,538,6,-6,0,89.460,0.320,-0.250,0,87.0000,62.0000,-62.0000,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,0.3581000,-0.3549000,2019-07-19
K2-266 e,K2-266,1,2,4,0,Transit,2018,K2,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,2.730,0.140,-0.110,0,14.30000,6.40000,-5.00000,0,2.21000,0.70000,-0.47000,0,0.043000,0.036000,-0.030000,0,490,6,-6,0,89.450,0.250,-0.180,0,89.0000,57.0000,-58.0000,0,,4285.00,49.00,-57.00,0,0.70,0.02,-0.02,0,0.69,0.03,-0.03,0,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586000,0.3581000,-0.3549000,2019-07-19
K2-268 b,K2-268,1,1,2,0,Transit,2018,K2,2.15189400,0.00039300,-0.00036300,0,0.030800,0.000200,-0.000200,0,1.410,0.140,-0.140,0,,,,,,,,,,,,,1121,14,-14,0,,,,,,,,,,5068.00,51.00,-51.00,0,0.78,0.01,-0.01,0,0.84,0.02,-0.02,0,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.7830000,3.2360000,-3.1750000,2018-10-24
K2-268 c,K2-268,1,1,2,0,Transit,2018,K2,9.32684100,0.00153200,-0.00161700,0,0.081900,0.000600,-0.000600,0,2.690,0.240,-0.240,0,,,,,,,,,,,,,688,8,-8,0,,,,,,,,,,5068.00,51.00,-51.00,0,0.78,0.01,-0.01,0,0.84,0.02,-0.02,0,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.7830000,3.2360000,-3.1750000,2018-10-24
K2-269 b,K2-269,1,1,1,0,Transit,2018,K2,4.14496500,0.00081700,-0.00061900,0,0.053100,0.000600,-0.000600,0,1.570,0.120,-0.120,0,,,,,,,,,,,,,1429,37,-37,0,,,,,,,,,,6209.00,88.00,-88.00,0,1.45,0.06,-0.06,0,1.16,0.04,-0.04,0,08h40m37.23s,130.1551381,+13d00m52.85s,13.0146799,360.7600000,15.8050000,-14.5540000,2018-10-24
K2-27 b,K2-27,1,3,1,0,Transit,2016,K2,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,4.480,0.230,-0.230,0,30.90000,4.60000,-4.60000,0,1.87000,0.41000,-0.41000,0,0.251000,0.088000,-0.088000,0,902,28,-28,0,,,,,,,,,,5248.00,60.00,-60.00,0,0.89,0.04,-0.04,0,0.87,0.03,-0.02,0,11h26m03.64s,171.5151874,+01d13m50.25s,1.2306237,249.6450000,2.4890000,-2.4410000,2017-02-08
K2-270 b,K2-270,1,1,2,0,Transit,2018,K2,1.54306900,0.00018900,-0.00018500,0,0.024700,0.000200,-0.000200,0,1.380,0.110,-0.110,0,,,,,,,,,,,,,1203,17,-17,0,,,,,,,,,,4877.00,58.00,-58.00,0,0.77,0.01,-0.01,0,0.85,0.02,-0.02,0,08h45m03.97s,131.2665588,+13d32m59.04s,13.5497322,280.5180000,2.3850000,-2.3460000,2018-10-24
K2-270 c,K2-270,1,1,2,0,Transit,2018,K2,4.40002800,0.00016900,-0.00017800,0,0.049700,0.000400,-0.000400,0,2.950,0.160,-0.160,0,,,,,,,,,,,,,848,12,-12,0,,,,,,,,,,4877.00,58.00,-58.00,0,0.77,0.01,-0.01,0,0.85,0.02,-0.02,0,08h45m03.97s,131.2665588,+13d32m59.04s,13.5497322,280.5180000,2.3850000,-2.3460000,2018-10-24
K2-271 b,K2-271,1,1,1,0,Transit,2018,K2,8.56242100,0.00012700,-0.00012700,0,0.077000,0.000800,-0.000900,0,7.280,0.230,-0.230,0,,,,,,,,,,,,,893,17,-17,0,,,,,,,,,,5644.00,71.00,-71.00,0,0.99,0.03,-0.03,0,0.83,0.03,-0.03,0,08h20m53.74s,125.2239144,+16d05m26.86s,16.0907958,564.4540000,13.7000000,-13.7000000,2018-10-24
K2-272 b,K2-272,1,1,1,0,Transit,2018,K2,14.45353300,0.00132800,-0.00136000,0,0.108100,0.001600,-0.001700,0,2.910,0.150,-0.150,0,,,,,,,,,,,,,655,12,-12,0,,,,,,,,,,5419.00,79.00,-79.00,0,0.81,0.01,-0.01,0,0.81,0.04,-0.04,0,08h50m29.08s,132.6211743,+17d32m32.59s,17.5423852,423.0650000,5.3930000,-5.3930000,2018-10-24
K2-273 b,K2-273,1,1,1,0,Transit,2018,K2,11.71633200,0.00117200,-0.00119800,0,0.097400,0.001100,-0.001100,0,4.420,1.280,-1.280,0,,,,,,,,,,,,,672,11,-11,0,,,,,,,,,,5200.00,67.00,-67.00,0,0.84,0.01,-0.01,0,0.90,0.03,-0.03,0,08h39m06.45s,129.7768928,+19d00m36.02s,19.0100046,308.1050000,2.9800000,-2.9230000,2018-10-24
K2-274 b,K2-274,1,1,1,0,Transit,2018,K2,14.12971400,0.00210200,-0.00187600,0,0.106400,0.000800,-0.000900,0,2.200,0.120,-0.120,0,,,,,,,,,,,,,589,9,-9,0,,,,,,,,,,5065.00,60.00,-60.00,0,0.74,0.01,-0.01,0,0.81,0.02,-0.02,0,08h37m07.77s,129.2823699,+20d23m57.30s,20.3992512,228.3270000,4.8230000,-4.6310000,2018-10-24
K2-275 b,K2-275,1,1,2,0,Transit,2018,K2,3.28096100,0.00011200,-0.00010700,0,0.040000,0.000300,-0.000300,0,2.240,0.120,-0.120,0,,,,,,,,,,,,,905,13,-13,0,,,,,,,,,,4812.00,59.00,-59.00,0,0.73,0.01,-0.01,0,0.79,0.02,-0.02,0,08h48m40.77s,132.1698795,+20d27m18.06s,20.4550162,123.4380000,0.7140000,-0.7060000,2018-10-24
K2-275 c,K2-275,1,1,2,0,Transit,2018,K2,8.43875600,0.00026900,-0.00027100,0,0.075000,0.000500,-0.000500,0,2.340,0.100,-0.100,0,,,,,,,,,,,,,660,9,-9,0,,,,,,,,,,4812.00,59.00,-59.00,0,0.73,0.01,-0.01,0,0.79,0.02,-0.02,0,08h48m40.77s,132.1698795,+20d27m18.06s,20.4550162,123.4380000,0.7140000,-0.7060000,2018-10-24
K2-276 b,K2-276,1,1,1,0,Transit,2018,K2,18.71826900,0.00315300,-0.00300800,0,0.129100,0.001100,-0.001100,0,3.770,0.210,-0.210,0,,,,,,,,,,,,,583,10,-9,0,,,,,,,,,,5139.00,62.00,-62.00,0,0.85,0.02,-0.02,0,0.82,0.02,-0.02,0,08h23m48.68s,125.9528309,+22d38m02.18s,22.6339399,488.1520000,7.6540000,-7.4250000,2018-10-24
K2-277 b,K2-277,1,1,1,0,Transit,2018,K2,6.32676300,0.00035500,-0.00036100,0,0.067500,0.000600,-0.000600,0,2.070,0.120,-0.120,0,,,,,,,,,,,,,958,14,-14,0,,,,,,,,,,5741.00,65.00,-65.00,0,0.97,0.02,-0.02,0,1.02,0.03,-0.03,0,13h28m03.89s,202.0161895,-15d56m16.71s,-15.9379749,113.1230000,0.7010000,-0.6910000,2018-10-24
K2-278 b,K2-278,1,1,1,0,Transit,2018,K2,3.33496600,0.00070100,-0.00085900,0,0.048800,0.000900,-0.000900,0,2.980,0.230,-0.230,0,,,,,,,,,,,,,1711,101,-101,0,,,,,,,,,,6747.00,383.00,-383.00,0,1.61,0.05,-0.05,0,1.40,0.08,-0.08,0,13h33m12.45s,203.3018653,-14d30m14.78s,-14.5041057,786.4390000,16.3950000,-15.7510000,2018-10-24
K2-279 b,K2-279,1,1,1,0,Transit,2018,K2,7.12260500,0.00164700,-0.00160100,0,0.067000,0.000800,-0.000900,0,1.210,0.140,-0.140,0,,,,,,,,,,,,,879,14,-14,0,,,,,,,,,,5558.00,70.00,-70.00,0,0.86,0.01,-0.01,0,0.79,0.03,-0.03,0,13h39m07.03s,204.7792935,-06d02m30.33s,-6.0417592,182.9830000,1.6080000,-1.5790000,2018-10-24
K2-28 b,K2-28,1,1,1,0,Transit,2016,K2,2.26045500,0.00004100,-0.00004100,0,0.021400,0.001300,-0.001300,0,2.320,0.240,-0.240,0,,,,,,,,,0.000000,,,0,568,35,-35,0,88.900,0.800,-1.200,0,,,,,M4,3214.00,60.00,-60.00,0,0.29,0.03,-0.03,0,0.26,0.05,-0.05,0,22h22m29.60s,335.6233145,-07d57m22.87s,-7.9563525,62.9969000,0.3212000,-0.3181000,2016-02-24
K2-280 b,K2-280,1,1,1,0,Transit,2018,K2,19.89526000,0.00028000,-0.00028000,0,0.146100,0.009900,-0.009700,0,7.500,0.440,-0.440,0,37.10000,5.60000,-5.60000,0,0.48000,0.13000,-0.10000,0,0.350000,0.050000,-0.040000,0,787,17,-17,0,89.530,0.300,-0.260,0,246.7700,4.5400,-5.2800,0,,5500.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.03,0.03,-0.03,0,19h26m22.89s,291.5953596,-22d14m51.75s,-22.2477071,391.5370000,7.4940000,-7.2230000,2021-07-12
K2-281 b,K2-281,1,1,1,0,Transit,2018,K2,8.68772100,0.00015100,-0.00015000,0,0.077300,0.000800,-0.000800,0,8.180,0.210,-0.210,0,,,,,,,,,,,,,665,12,-12,0,,,,,,,,,,4812.00,72.00,-72.00,0,0.76,0.01,-0.01,0,0.82,0.03,-0.03,0,01h04m54.59s,16.2274724,+07d16m09.18s,7.2692169,458.1390000,7.7240000,-7.7240000,2018-10-24
K2-282 b,K2-282,1,1,2,0,Transit,2018,K2,4.16983600,0.00027900,-0.00030000,0,0.049900,0.000600,-0.000700,0,2.820,0.140,-0.140,0,,,,,,,,,,,,,1057,20,-20,0,,,,,,,,,,5523.00,82.00,-82.00,0,0.94,0.02,-0.02,0,0.95,0.04,-0.04,0,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000,7.9020000,-7.6630000,2018-10-24
K2-283 b,K2-283,1,1,1,0,Transit,2018,K2,1.92103600,0.00005100,-0.00005300,0,0.029100,0.000300,-0.000300,0,3.520,0.160,-0.160,0,,,,,,,,,,,,,1186,20,-20,0,,,,,,,,,,5060.00,70.00,-70.00,0,0.82,0.01,-0.01,0,0.89,0.03,-0.03,0,00h52m46.65s,13.1943679,+09d41m34.51s,9.6929181,402.9150000,5.0270000,-4.9070000,2018-10-24
K2-284 b,K2-284,1,1,1,0,Transit,2018,K2,4.79506900,0.00008600,-0.00008600,0,0.047710,0.000250,-0.000250,0,2.780,0.140,-0.120,0,,,,,,,,,0.078000,0.108000,-0.055000,0,653,16,-14,0,89.000,0.650,-0.620,0,180.2000,126.4000,-129.6000,0,,4140.00,50.00,-50.00,0,0.61,0.02,-0.02,0,0.63,0.01,-0.01,0,05h16m33.79s,79.1407971,+20d15m17.65s,20.2549034,107.2720000,0.5020000,-0.4970000,2018-11-12
K2-285 b,K2-285,1,1,4,0,Transit,2018,K2,3.47174500,0.00004400,-0.00004600,0,0.038170,0.000950,-0.000920,0,2.590,0.060,-0.060,0,9.68000,1.21000,-1.37000,0,3.07000,0.45000,-0.45000,0,0.000000,,,0,1089,22,-22,0,86.846,0.041,-0.041,0,,,,,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.9610000,1.1610000,-1.1440000,2018-12-11
K2-285 c,K2-285,1,1,4,0,Transit,2018,K2,7.13804800,0.00007200,-0.00006300,0,0.082400,0.001800,-0.001800,0,3.530,0.080,-0.080,0,15.68000,2.28000,-2.13000,0,1.95000,0.32000,-0.28000,0,0.000000,,,0,741,14,-14,0,89.861,0.001,-0.001,0,,,,,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.9610000,1.1610000,-1.1440000,2018-12-11
K2-285 d,K2-285,1,1,4,0,Transit,2018,K2,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,2.480,0.060,-0.060,0,6.50000,,,1,,,,,0.000000,,,0,620,13,-12,0,89.643,0.005,-0.005,0,,,,,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.9610000,1.1610000,-1.1440000,2018-12-11
K2-285 e,K2-285,1,1,4,0,Transit,2018,K2,14.76289000,0.00065000,-0.00061000,0,0.180410,0.004200,-0.004300,0,1.950,0.050,-0.050,0,10.70000,,,1,,,,,0.000000,,,0,501,10,-10,0,89.799,0.002,-0.003,0,,,,,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.9610000,1.1610000,-1.1440000,2018-12-11
K2-286 b,K2-286,1,1,1,0,Transit,2018,K2,27.35900000,0.00500000,-0.00500000,0,0.176800,0.017500,-0.020500,0,2.100,0.200,-0.200,0,,,,,,,,,,,,,347,21,-11,0,89.670,0.210,-0.250,0,,,,,M0 V,3926.00,100.00,-100.00,0,0.62,0.02,-0.02,0,0.64,0.02,-0.02,0,15h33m28.76s,233.3698192,-16d46m25.36s,-16.7737113,76.1486000,0.2364000,-0.2350000,2019-01-03
K2-287 b,K2-287,1,1,1,0,Transit,2018,K2,14.89329100,0.00002500,-0.00002500,0,0.120600,0.000800,-0.000800,0,9.494,0.146,-0.146,0,100.11645,8.58141,-8.58141,0,,,,,0.478000,0.025000,-0.026000,0,804,8,-7,0,88.130,0.100,-0.080,0,10.1000,4.6000,-4.2000,0,,5695.00,58.00,-58.00,0,1.07,0.01,-0.01,0,1.06,0.02,-0.02,0,15h32m17.84s,233.0743401,-22d21m30.04s,-22.3583447,158.3350000,1.2970000,-1.2770000,2019-01-03
K2-288 B b,K2-288 B,1,2,1,0,Transit,2018,K2,31.39346300,0.00006700,-0.00006900,0,0.164000,0.030000,-0.030000,0,1.900,0.300,-0.300,0,,,,,,,,,,,,,226,22,-22,0,89.810,0.130,-0.170,0,,,,,M3 V,3341.00,276.00,-276.00,0,0.32,0.03,-0.03,0,0.33,0.02,-0.02,0,03h41m46.63s,55.4442857,+18d16m06.57s,18.2684913,65.6138000,0.8821000,-0.8594000,2019-01-04
K2-289 b,K2-289,1,1,1,0,Transit,2019,K2,13.15696900,0.00004700,-0.00005100,0,0.107000,0.001000,-0.001000,0,9.100,0.300,-0.300,0,,,,,,,,,,,,,753,16,-16,0,88.480,0.070,-0.070,0,,,,,,5529.00,77.00,-74.00,0,1.02,0.03,-0.03,0,0.95,0.04,-0.05,0,16h26m34.31s,246.6429443,-15d47m33.14s,-15.7925384,274.3000000,2.0930000,-2.0630000,2019-01-28
K2-29 b,K2-29,1,2,1,0,Transit,2016,K2,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,13.339,0.224,-0.224,0,232.01590,12.71320,-12.71320,0,0.53000,0.04000,-0.04000,0,0.066000,0.022000,-0.022000,0,1171,10,-10,0,86.656,0.110,-0.080,0,132.0000,21.0000,-21.0000,0,G7 V,5358.00,38.00,-38.00,0,0.86,0.01,-0.01,0,0.94,0.02,-0.02,0,04h10m40.90s,62.6704220,+24d24m05.96s,24.4016558,178.4750000,1.3200000,-1.3010000,2016-03-23
K2-290 b,K2-290,1,3,2,0,Transit,2019,K2,9.21165000,0.00033000,-0.00034000,0,0.092300,0.006600,-0.006600,0,3.060,0.160,-0.160,0,10.90000,,,1,4.10000,,,1,0.000000,,,0,1230,38,-38,0,88.140,0.620,-0.500,0,90.0000,,,0,,6302.00,120.00,-120.00,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.9090000,3.8240000,-3.7210000,2019-01-22
K2-290 c,K2-290,1,3,2,0,Transit,2019,K2,48.36685000,0.00041000,-0.00040000,0,0.305000,0.017000,-0.017000,0,11.276,0.560,-0.560,0,246.00042,14.93801,-14.93801,0,1.01000,0.16000,-0.16000,0,0.000000,,,0,676,16,-16,0,89.370,0.080,-0.070,0,90.0000,,,0,,6302.00,120.00,-120.00,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.9090000,3.8240000,-3.7210000,2019-01-22
K2-291 b,K2-291,1,1,1,0,Transit,2019,K2,2.22517700,0.00006600,-0.00006800,0,0.032610,0.000440,-0.000440,0,1.589,0.095,-0.072,0,6.49000,1.16000,-1.16000,0,8.84000,2.50000,-2.03000,0,0.000000,,,0,,,,,85.260,0.230,-0.200,0,0.0000,,,0,,5520.00,60.00,-60.00,0,0.90,0.04,-0.03,0,0.93,0.04,-0.04,0,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,90.0562000,0.4953000,-0.4900000,2019-01-22
K2-292 b,K2-292,1,1,1,0,Transit,2019,K2,16.98410000,0.00080000,-0.00080000,0,0.130000,0.010000,-0.010000,0,2.630,0.110,-0.100,0,24.50000,4.40000,-4.40000,0,7.40000,1.60000,-1.50000,0,0.040000,0.060000,-0.030000,0,795,33,-28,0,88.400,0.200,-0.300,0,104.0000,22.0000,-35.0000,0,G3 V,5725.00,65.00,-65.00,0,1.09,0.03,-0.03,0,1.00,0.03,-0.03,0,13h41m30.21s,205.3758786,-09d56m45.85s,-9.9460704,114.2930000,0.8250000,-0.8120000,2019-02-05
K2-293 b,K2-293,1,1,1,0,Transit,2019,K2,13.12250000,0.00110000,-0.00120000,0,,,,,2.450,0.350,-0.250,0,,,,,,,,,,,,,750,170,-50,0,88.800,0.800,-1.900,0,,,,,,5532.00,78.00,-78.00,0,0.95,0.09,-0.06,0,0.96,0.04,-0.03,0,23h26m25.56s,351.6064952,-06d01m40.46s,-6.0279068,392.2510000,6.7670000,-6.5460000,2019-04-01
